YEAR,MO,DY,T2M,T2MDEW,TS,T2M_MAX,T2M_MIN,QV2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,RAIN
2020,4,26,28.96,22.96,30.14,33.98,24.97,17.52,2.61,100.89,2.11,178.81,3.2,180,YES
2020,4,27,28.54,21.65,30.15,34.15,23.85,16.17,3.95,101.07,2.1,169.75,3.29,170.94,YES
2020,4,28,27.46,22.73,28.53,32.58,24.05,17.21,5.86,100.96,3.27,177.56,4.45,178.06,YES
2020,4,29,28.24,21.33,29.83,34.05,23.22,15.87,2.77,100.82,2.75,217.75,4.23,218.44,YES
2020,4,30,29.08,22.03,30.8,34.77,24.14,16.54,3.07,100.85,2.64,192.44,4.01,193.31,YES
2020,5,1,28.58,23.44,29.5,32.94,24.78,18.01,22.94,100.76,2.34,194.12,3.71,195.44,YES
2020,5,2,28.55,22.76,29.58,33.48,23.98,17.33,8.18,100.63,2.08,206.25,3.23,206.88,YES
2020,5,3,29.41,22.4,30.97,34.62,24.74,16.97,3.01,100.61,1.08,134.56,1.91,131.38,YES
2020,5,4,30.15,23.57,31.54,35.69,24.79,18.19,0.24,100.74,2.59,212.81,3.88,214.12,YES
2020,5,5,30.89,24.27,31.93,36.81,26.02,19.04,10.03,100.62,3.86,207.88,5.55,208.81,YES
2020,5,6,30.05,23.47,30.81,35,26,18.13,17.15,100.66,2.37,229.44,3.88,230.12,YES
2020,5,7,29.9,22.71,30.98,36.08,24.14,17.33,2.06,100.65,2.3,210.75,3.64,213.12,YES
2020,5,8,30.15,22.19,30.98,36.83,23.97,16.85,2.64,100.64,2.62,212.38,3.95,213.88,YES
2020,5,9,31.3,22.06,32.26,38.02,25.07,16.78,2.74,100.64,1.74,249.81,2.87,249.56,YES
2020,5,10,31.4,22.65,32.62,38.59,25.5,17.33,0.23,100.68,2.96,203.5,4.42,204.56,YES
2020,5,11,30.42,23.33,31.36,36.07,25.76,17.94,6.68,100.74,1.98,213.5,3.23,215.5,YES
2020,5,12,31.27,22.3,32.69,38.1,25.27,16.97,0.94,100.67,2.6,234.69,4.05,236.19,YES
2020,5,13,31.27,22.24,32.33,38.38,25.76,16.91,1.89,100.56,4.23,216.75,5.9,217.81,YES
2020,5,14,31.76,22.99,33.13,39.15,25.83,17.7,0.21,100.53,4.44,205.5,6.02,207.25,YES
2020,5,15,31.84,23.45,33.08,38.83,26.53,18.19,0.94,100.35,4.79,212.38,6.44,213.88,YES
2020,5,16,32.34,23.21,33.73,39.9,26.35,18.01,0.6,100.29,4.45,207.69,5.98,209.25,YES
2020,5,17,32.62,23.36,34.27,40.19,26.83,18.13,1.15,100.25,3.44,207.81,4.76,210.38,YES
2020,5,18,31.83,23.18,33.5,38.89,25.9,17.94,0,100.1,3.7,191.81,4.97,192.44,NO
2020,5,19,28.4,22.53,28.76,31.67,24.99,17.27,6.6,100.03,4.68,99,6.34,99,YES
2020,5,20,26.33,24.6,26.26,28.83,23.91,19.78,136.76,98.8,11.08,85.56,14.13,88.44,YES
2020,5,21,27.26,23.44,27.41,31.27,23.51,18.25,13.32,99.65,7.09,266.81,9.33,268.06,YES
2020,5,22,29.53,24.34,29.69,34.81,25.15,19.17,0.24,100.22,3.46,205.06,5.38,205.5,YES
2020,5,23,30.21,26.06,30.58,35.86,25.67,21.18,0.02,100.35,4.23,188.31,6.12,188.81,YES
2020,5,24,30.48,26.42,30.89,35.31,27.22,21.67,0.02,100.31,6.77,196.81,8.95,197.75,YES
2020,5,25,30.09,26.11,30.54,34.62,27.23,21.24,0.09,100.37,8.08,192.69,10.45,193.56,YES
2020,5,26,30.05,25.83,30.5,34.21,27.25,20.87,0.35,100.32,8.94,195.12,11.49,196.06,YES
2020,5,27,29.97,26.14,30.49,34.56,27.08,21.3,19.94,100.27,7.4,192.56,9.6,193.62,YES
2020,5,28,28.92,25.95,29.28,32.23,26.59,21.06,19.97,100.35,4.13,183.69,5.85,184.5,YES
2020,5,29,29.16,25.32,29.85,33.33,25.62,20.26,5.44,100.42,2.51,191.56,3.95,192.75,YES
2020,5,30,29.65,25.4,30.25,34.39,25.7,20.32,3.02,100.5,2.78,190.81,4.3,192.12,YES
2020,5,31,29.95,25.74,30.37,33.88,26.7,20.69,10.59,100.65,2.95,201.94,4.52,203,YES
2020,6,1,29.48,25.83,29.72,33.43,26.86,20.81,5.62,100.66,3.41,205.44,5.13,206.06,YES
2020,6,2,29.8,25.97,29.89,34.03,27.14,21,11.46,100.54,3.95,213.69,5.88,214.25,YES
2020,6,3,29.87,25.2,30.23,33.9,26.37,20.14,3.81,100.46,3.27,224.06,4.87,224.88,YES
2020,6,4,29.76,25.6,30.25,33.85,26.81,20.57,8.79,100.41,3.79,213.19,5.52,213.88,YES
2020,6,5,29.17,26.37,29.19,31.93,26.76,21.61,6.14,100.29,4.27,193.31,6.33,193.62,YES
2020,6,6,29.79,26.19,29.9,33.11,27.41,21.36,1.24,100.22,2.8,207.44,4.32,208.62,YES
2020,6,7,29.61,25.8,29.87,33.67,26.55,20.87,4.98,100.13,2.54,205.5,4.14,206.31,YES
2020,6,8,29.31,25.76,29.73,32.73,26.53,20.87,9.67,100.11,1.88,193.19,3.01,193.94,YES
2020,6,9,29.7,25.87,30.25,33.24,26.34,21,1.48,100.14,1.91,154.31,2.95,153.56,YES
2020,6,10,29.19,26.05,29.49,32.02,26.85,21.18,1.84,100.11,2.08,156.56,3.14,156.19,YES
2020,6,11,28.52,26.65,28.52,30.76,26.8,22.03,13.04,99.99,3.01,116.88,4.45,117.31,YES
2020,6,12,28.8,26.51,28.8,31.56,26.88,21.85,14.77,99.83,4.14,136.38,6.09,136.88,YES
2020,6,13,29.05,27.11,28.91,31.71,27.42,22.64,19.65,99.85,5.2,150.31,7.34,151.12,YES
2020,6,14,28.97,27.29,28.81,30.62,27.85,22.83,15.26,100.01,3.68,175.06,5.59,175.19,YES
2020,6,15,28.94,27.04,28.86,31.4,27.3,22.52,19.29,99.98,3.86,188.5,5.7,188.69,YES
2020,6,16,28.45,26.7,28.36,30.04,27.03,22.16,9.16,99.77,2.66,212.19,4.13,212.75,YES
2020,6,17,28.38,26.58,28.14,30.02,26.94,21.97,13.76,99.78,5.42,213.62,7.69,214,YES
2020,6,18,28.97,26.01,29.05,32.63,26.21,21.18,5.7,99.94,4.35,206.62,6.28,207.38,YES
2020,6,19,29.3,26.13,29.44,32.98,26.71,21.3,5.06,100.02,4.66,192,6.48,192.62,YES
2020,6,20,29.24,26.66,29.43,32.45,26.78,22.03,8.36,100.02,3.17,157.69,4.76,157.88,YES
2020,6,21,28.92,26.33,29.32,32.21,26.28,21.61,16.63,99.82,4.2,149.38,5.91,150.06,YES
2020,6,22,29,26.44,29.17,32.21,27.01,21.73,19.48,99.88,5.09,157.69,7.1,158.25,YES
2020,6,23,29.25,26.38,29.55,32.47,26.77,21.61,9.38,100.25,5.09,170,7.18,170.69,YES
2020,6,24,29.34,26.2,29.66,33.15,26.5,21.3,1.09,100.42,4.4,195.12,6.3,195.5,YES
2020,6,25,29.19,26.34,29.27,32.62,26.94,21.55,3.86,100.31,5.14,199.38,7.2,199.88,YES
2020,6,26,29.05,26.4,28.94,32.33,26.92,21.61,4.56,100.24,5.05,210.06,7.32,210.38,YES
2020,6,27,28.56,26.32,28.43,31.26,26.68,21.55,20.31,100.22,5.34,211.44,7.49,212,YES
2020,6,28,28.76,25.92,28.68,31.85,26.66,21,12.28,100.21,5.23,205.12,7.37,205.88,YES
2020,6,29,28.91,26.56,29.17,32.17,26.76,21.85,17.34,100.18,3.81,195,5.47,195.38,YES
2020,6,30,29.15,26,29.6,32.86,26.28,21.12,1.28,100.21,3.45,210.25,5.02,210.75,YES
2020,7,1,28.91,26.05,29.11,32.26,26.76,21.18,0.47,100.11,4.34,203.19,6.18,203.62,YES
2020,7,2,29.08,26.47,29.08,32.08,26.95,21.79,0.19,99.97,4.02,192.06,5.97,192.38,YES
2020,7,3,29.39,26.61,29.55,32.64,27.15,21.97,1.05,99.99,3.16,182.44,4.8,182.44,YES
2020,7,4,29.48,26.45,29.9,33.34,26.74,21.79,6.36,99.92,3.02,145.81,4.48,146.12,YES
2020,7,5,29.18,27.22,29.27,32.08,27.01,22.89,12.18,99.61,3.52,129.44,5.04,129.06,YES
2020,7,6,29.45,26.79,29.62,32.64,27.06,22.28,9.24,99.62,5.21,165.69,7.04,166.31,YES
2020,7,7,29.4,26.57,29.52,32.2,27.54,21.91,7.81,100.07,3.95,193.06,5.7,193.5,YES
2020,7,8,28.94,26.57,28.93,31.6,27.15,21.85,4.5,100.24,3.8,218.62,5.6,219.19,YES
2020,7,9,28.83,26.81,28.77,31.38,26.93,22.22,10.24,100.08,5.22,206.56,7.22,207.12,YES
2020,7,10,28.84,26.93,28.62,30.86,27.44,22.34,4.98,100.05,5.64,205.88,7.82,206.38,YES
2020,7,11,28.4,26.82,28.19,30.25,27.22,22.22,16.97,99.99,4.71,216.56,6.89,217,YES
2020,7,12,28.35,26.6,28.11,30.43,26.78,21.91,17.42,100.06,3.97,224.5,5.94,225.12,YES
2020,7,13,28.91,26.49,29,32.22,26.73,21.79,7.26,100,4.48,211.75,6.2,212.5,YES
2020,7,14,27.83,26.16,27.71,29.62,26.44,21.36,7.95,100.08,4.23,171.56,6.17,172.12,YES
2020,7,15,28.58,25.71,28.83,32.15,25.94,20.75,7.7,100.14,4.4,175.75,6.32,175.94,YES
2020,7,16,28.9,25.75,29.12,32.2,26.02,20.81,5.67,100.1,4.43,181.5,6.52,181.81,YES
2020,7,17,29.22,26.3,29.42,32.66,26.72,21.48,2.84,100.12,4.16,181.5,6.09,181.81,YES
2020,7,18,28.67,26.16,28.79,31.85,26.55,21.3,2.38,100.26,4.45,199.25,6.43,199.69,YES
2020,7,19,29.09,26.55,29.07,32.08,26.83,21.85,12.34,100.21,5.73,204.62,7.95,205.19,YES
2020,7,20,28.43,26.65,28.19,30.3,26.98,21.97,4.75,100.16,5.48,201.62,7.73,202.06,YES
2020,7,21,27.97,26.72,27.68,29.25,26.97,22.03,31.43,100.3,5.33,214.25,7.5,214.81,YES
2020,7,22,27.91,26.1,27.71,30.62,26.57,21.24,32.78,100.29,5.07,216.12,7.16,217.06,YES
2020,7,23,28.39,25.93,28.38,31.57,25.89,21.06,8.09,100.19,4.11,220.56,6.11,221.56,YES
2020,7,24,27.72,25.89,27.62,29.91,25.83,20.94,3.7,100.46,3.28,199,5.09,199.19,YES
2020,7,25,28.4,25.63,28.84,31.82,25.06,20.57,0.45,100.54,2.94,196.19,4.42,196.38,YES
2020,7,26,29.55,26.49,29.68,33,26.76,21.73,0.08,100.44,3.38,221.5,5.12,222.38,YES
2020,7,27,28.61,26.94,28.52,30.15,27.15,22.34,4.25,100.29,2.17,223.69,3.4,223.69,YES
2020,7,28,29.22,26.62,29.17,32.6,26.48,21.91,25.57,100.27,2.88,207.62,4.13,208.25,YES
2020,7,29,28.9,26.31,29.11,32.55,26.25,21.48,4.95,100.34,4.46,195.38,6.39,195.88,YES
2020,7,30,29.32,26.3,29.47,33.16,26.69,21.42,0.61,100.4,3.12,200.81,4.9,201.31,YES
2020,7,31,28.9,26.45,29.19,32.15,26.27,21.67,3.86,100.29,2.27,197.25,3.62,197.25,YES
2020,8,1,29.41,26.26,29.87,32.98,26.22,21.48,2.42,100.13,2.05,219.19,3.33,219.06,YES
2020,8,2,29.8,26.88,29.97,33.36,26.99,22.34,5.24,99.86,2,219.19,3.35,219.19,YES
2020,8,3,29.77,27.07,29.71,32.36,27.38,22.71,7.81,99.48,1.66,262.69,2.78,264.06,YES
2020,8,4,29.51,27.4,29.5,32.29,26.81,23.25,25.28,99.08,2.12,282.5,3.34,284.88,YES
2020,8,5,29.19,27.05,29.16,32.77,26.83,22.77,16.89,99.15,5.52,110.31,7.48,110.88,YES
2020,8,6,28.42,26.91,28.25,30.51,26.87,22.4,22.97,99.92,4.11,151.31,6.07,151.81,YES
2020,8,7,28.88,26.65,28.95,31.8,26.53,21.97,5.44,100.1,3.88,191.69,5.7,192.31,YES
2020,8,8,29.47,27.11,29.62,32.74,27.13,22.64,3.5,99.93,3.55,191.69,5.32,192,YES
2020,8,9,29.2,26.85,29.39,32.19,26.99,22.28,3.78,99.88,4.15,158.38,6.06,158.56,YES
2020,8,10,28.96,26.77,29.01,31.46,26.76,22.16,2.19,99.97,2.52,155.31,4.04,156,YES
2020,8,11,29.26,27.41,29.19,31.86,26.94,23.07,1.21,99.93,2.94,170.56,4.37,171.12,YES
2020,8,12,29.72,27.26,30.02,33.37,27.06,22.83,1.8,99.92,2.47,180,3.95,179.94,YES
2020,8,13,29.4,27.15,29.69,32.84,26.91,22.71,2.86,99.79,3.61,128.06,5.3,128.19,YES
2020,8,14,28.99,27.01,29.09,32.08,26.8,22.58,7.38,99.53,3.85,101.38,5.65,101.62,YES
2020,8,15,29.14,26.97,29.28,32.21,26.87,22.58,15.57,99.42,4.01,132.5,5.62,132.12,YES
2020,8,16,28.73,26.47,28.76,31.68,26.69,21.85,7.59,99.55,6.06,164.62,8.3,165.25,YES
2020,8,17,28.51,26.27,28.52,31.65,26.78,21.55,8.24,99.77,4.66,183.75,6.68,184.12,YES
2020,8,18,28.65,26.73,28.77,32.23,26.15,22.16,26.78,99.8,3.16,193.38,4.8,193.62,YES
2020,8,19,27.88,26.6,27.8,29.83,26.46,22.03,37.59,99.53,5.5,102.56,7.54,103.25,YES
2020,8,20,27.63,26.49,27.37,29.08,26.65,21.85,51.51,99.69,7.22,127.56,9.89,128.88,YES
2020,8,21,27.73,26.7,27.51,29.3,26.33,22.03,25.53,100.25,4.73,159.75,6.91,160.5,YES
2020,8,22,27.89,26.42,27.83,30.39,26.35,21.61,12.22,100.39,3.02,197.75,4.77,198.38,YES
2020,8,23,27.46,26.07,27.39,29.48,25.93,21.18,7.67,100.29,2.27,205.88,3.84,206.38,YES
2020,8,24,28.37,26.05,28.47,31.91,25.66,21.24,12.05,100.12,2.12,213.69,3.35,214.19,YES
2020,8,25,28.3,27.05,28.14,30.58,26.3,22.52,32.76,100.09,3.82,264.5,5.52,265.69,YES
2020,8,26,27.89,26.61,27.77,30.45,25.66,22.03,30.49,99.78,6.59,73,8.76,74.56,YES
2020,8,27,27.87,26.43,27.66,30.33,26.15,21.67,16.46,100.1,5.75,153.81,8.08,154.69,YES
2020,8,28,27.68,25.95,27.51,30.16,25.96,21.06,3.79,100.18,4.23,179.5,6.47,180,YES
2020,8,29,28.48,26.19,28.5,31.98,25.58,21.36,0.29,100.26,3.56,200.88,5.59,201.31,YES
2020,8,30,28.53,26.44,28.33,30.84,26.44,21.67,0.16,100.33,2.71,233.62,4.13,234.12,YES
2020,8,31,28.52,26.87,28.33,31.11,26.15,22.22,1.85,100.35,2.06,237.38,3.39,238.69,YES
2020,9,1,27.05,25.85,26.87,28.36,25.34,20.87,19.49,100.45,2.88,173.31,4.45,172.5,YES
2020,9,2,27.74,25.51,27.86,31.45,24.91,20.45,4.42,100.63,3.13,162.44,4.84,162.44,YES
2020,9,3,28.23,25.56,28.55,32.2,24.8,20.45,3.59,100.76,2.11,178.44,3.28,178.44,YES
2020,9,4,28.7,25.67,29.23,32.9,24.73,20.63,0.42,100.63,1.94,222.12,3.26,222.56,YES
2020,9,5,28.65,26.19,28.69,31.95,26.18,21.3,0.05,100.45,3.53,212.62,5.55,213.12,YES
2020,9,6,28.16,26.77,27.98,29.84,26.89,22.09,0.28,100.38,3.79,201.75,6.04,202.19,YES
2020,9,7,28.52,26.44,28.48,31.46,26.49,21.61,2.24,100.44,3.76,200.69,5.86,201.12,YES
2020,9,8,27.73,26.8,27.56,29.23,26.64,22.09,7.01,100.46,3.08,201.44,5,201.75,YES
2020,9,9,28.17,26.64,28.09,30.7,26.35,21.91,8.3,100.45,2.68,199.56,4.46,199.81,YES
2020,9,10,28.15,26.33,28.05,30.51,26.7,21.55,9.52,100.22,3.17,200.94,5.16,201.19,YES
2020,9,11,28.54,26.21,28.4,31.92,26.09,21.36,1.98,100.28,3.58,187.06,5.8,187.44,YES
2020,9,12,28.28,26.27,28.19,31.05,25.82,21.42,1.41,100.5,2.62,175.38,4.33,175.62,YES
2020,9,13,28.56,26.34,28.54,31.68,26.59,21.48,3.32,100.55,1.79,183.31,2.91,183.06,YES
2020,9,14,28.18,26.31,28.13,30.88,26.18,21.42,1.13,100.48,2.12,146.88,3.59,147.31,YES
2020,9,15,28.37,26.3,28.44,31.23,26.35,21.42,2.77,100.45,2.37,180.62,3.88,180.81,YES
2020,9,16,28.36,26.6,28.25,31.19,26.4,21.85,0.71,100.41,2.74,188.62,4.53,188.81,YES
2020,9,17,28.09,26.62,27.94,30.3,26.46,21.91,4.67,100.35,2.7,208.44,4.61,208.5,YES
2020,9,18,28.88,26.25,29.05,32.73,26.06,21.42,0.06,100.21,1.7,209,2.76,209.06,YES
2020,9,19,28.53,26.44,28.38,31.33,26.07,21.73,2.55,99.99,1.77,127.88,2.62,128.06,YES
2020,9,20,28.38,26.39,28.15,31.59,25.94,21.73,7.15,99.77,1.7,222.62,2.72,207.38,YES
2020,9,21,28.12,26.48,27.89,30.73,26.4,21.85,15.7,99.73,4.33,156.69,6.52,157.75,YES
2020,9,22,28.37,26.61,28.08,30.94,26.15,21.91,12.39,100.06,4.3,174.56,6.76,175.12,YES
2020,9,23,28.3,26.82,28.05,30.42,26.93,22.16,11.91,100.33,4.21,187.44,6.51,188,YES
2020,9,24,27.94,26.8,27.7,29.46,27.07,22.09,6.22,100.46,4.14,197.12,6.48,197.62,YES
2020,9,25,27.97,26.52,27.76,30.09,26.79,21.79,2.3,100.29,4.56,203,6.84,203.44,YES
2020,9,26,27.46,26.33,27.19,28.99,26.12,21.55,6.17,100.18,3.45,204.94,5.48,205,YES
2020,9,27,28.41,25.5,28.31,31.69,25.59,20.45,1.27,100.36,1.44,215.69,2.37,216.5,YES
2020,9,28,28.08,25.11,27.94,30.94,24.87,19.96,1.55,100.4,1.33,290,1.88,290.19,YES
2020,9,29,28.19,25.36,28.34,31.74,24.94,20.32,3.05,100.32,1.26,218.44,2.15,203.38,YES
2020,9,30,27.87,25.29,27.8,30.23,26.04,20.26,7.25,100.22,1.16,168.19,1.84,167.69,YES
2020,10,1,27.73,25.5,27.77,30.48,25.81,20.51,7.76,100.21,1.54,108.12,2.32,109.31,YES
2020,10,2,27.45,26.1,27.37,29.64,25.77,21.24,13.68,100.32,2.2,96.25,3.52,96.56,YES
2020,10,3,27.9,26.14,27.88,30.87,25.35,21.24,7.09,100.42,2.2,122.5,3.34,122.75,YES
2020,10,4,27.78,26.21,27.64,30.32,25.92,21.3,4.89,100.48,2.3,123.19,3.65,123.44,YES
2020,10,5,27.48,25.8,27.34,30.12,25.71,20.81,5.04,100.47,2.23,127.81,3.38,128.19,YES
2020,10,6,26.94,25.81,26.8,29.19,25.38,20.81,12.8,100.6,2.23,137.69,3.55,138.25,YES
2020,10,7,27.51,26.03,27.28,30.22,25.36,21.06,7.9,100.69,1.96,129.69,2.9,130.06,YES
2020,10,8,28.12,25.82,27.83,30.59,26.09,20.81,1.2,100.71,1.34,196,1.88,195.12,YES
2020,10,9,28.48,25.65,28.25,31.89,25.33,20.63,2.12,100.69,1.06,261.81,1.59,262.19,YES
2020,10,10,28.57,25.98,28.44,31.56,26.44,21.06,6.65,100.57,1.09,153.44,1.73,153,YES
2020,10,11,28.91,25.9,28.97,32.69,25.26,21,0.52,100.44,1.3,186.19,2,185.44,YES
2020,10,12,29.22,25.61,29.12,32.83,26.37,20.63,1.23,100.37,1.34,177.5,1.9,175.69,YES
2020,10,13,28.57,25.87,28.55,32.29,25.43,20.94,4.21,100.4,1.86,114.25,2.89,114.38,YES
2020,10,14,28.31,26.08,28.32,31.74,26.01,21.18,2.38,100.49,2.22,117.12,3.52,117.38,YES
2020,10,15,28.04,26.11,28.01,31.01,25.89,21.18,3.93,100.51,2.01,124.44,3.09,124.62,YES
2020,10,16,28.88,25.4,28.47,32.06,25.75,20.32,9,100.5,1.27,139.69,1.74,140.56,YES
2020,10,17,28.76,25.54,28.44,32.07,24.76,20.51,2.2,100.53,1.7,185.38,2.6,185.5,YES
2020,10,18,28.58,25.38,28.44,31.62,26.12,20.32,1.56,100.58,1.26,166.94,2.02,165.5,YES
2020,10,19,28.25,24.94,28.31,31.61,25.14,19.78,0.79,100.57,1.3,251.69,2.12,252.62,YES
2020,10,20,27.94,25.44,28.08,31.67,24.83,20.39,0.28,100.54,2.16,168.38,3.41,168.38,YES
2020,10,21,26.69,25.37,26.58,28.7,25.24,20.26,1.3,100.63,2.37,123.81,3.73,124.38,YES
2020,10,22,25.98,25.03,25.9,27.69,24.94,19.9,6.85,100.4,3.4,74.25,5.32,75.19,YES
2020,10,23,25.41,24.12,25.37,27.3,24.28,18.86,1.96,100.22,3.69,127.5,5.66,128.12,YES
2020,10,24,26.71,24.21,26.67,30.71,23.5,18.92,0.66,100.55,2.84,324.94,4.27,325.31,YES
2020,10,25,26.65,23.01,26.31,30.38,22.94,17.52,0.74,100.89,1.27,322.81,1.78,323.38,YES
2020,10,26,25.44,20.33,24.68,29.67,20.88,14.83,0.08,100.97,1.84,317.38,2.74,317.69,YES
2020,10,27,24.24,20.46,24.09,29.8,19.83,15.01,0,100.93,2.26,292.12,3.49,292.62,NO
2020,10,28,23.26,19.56,23.16,29,18.03,14.16,0,101.03,2.56,333.94,4.08,334.44,NO
2020,10,29,23.73,21.16,23.73,29.32,18.62,15.75,0,101,2.9,309.94,4.6,295.56,NO
2020,10,30,25.75,23.52,25.83,30.65,21.04,18.19,0.03,100.86,3.19,337.94,5.07,338.5,YES
2020,10,31,26.33,23.25,26.2,30.27,22.51,17.76,0.31,100.86,2.27,267.25,3.3,267.31,YES
2020,11,1,26.13,24.32,26.08,29.47,23.68,18.98,0.88,100.94,2.2,165.75,3.44,151.31,YES
2020,11,2,26.14,23.8,26.14,29.98,22.65,18.37,0.16,101.08,2.27,88.38,3.37,73.62,YES
2020,11,3,25.23,21.87,24.96,29.61,21.08,16.36,0.02,101.12,2.31,314.44,3.45,299.94,YES
2020,11,4,23.3,16.55,22.34,28.86,17.85,11.72,0,101.12,2.18,338.12,3.41,338.44,NO
2020,11,5,22.81,14.47,21.23,29.51,15.99,10.19,0,101.25,1.74,180.06,2.54,180.38,NO
2020,11,6,22.1,14.44,20.3,27.9,16.1,10.19,0,101.47,1.85,253.06,2.53,253.12,NO
2020,11,7,20.42,16.55,19.71,26.59,14.74,11.72,0,101.5,2.59,191.94,3.91,192.38,NO
2020,11,8,20.92,17.9,20.58,27.48,14.82,12.7,0,101.49,2.68,218.75,4.02,204.25,NO
2020,11,9,22.59,18.8,21.89,28.53,16.69,13.43,0,101.35,2.23,196.94,3.38,197.62,NO
2020,11,10,22.77,19.23,22.3,28.7,17,13.85,0,101.29,2.47,32.25,3.62,32.69,NO
2020,11,11,23.01,19.62,22.82,29.4,18.15,14.16,0,101.41,2.72,57.12,4.32,57.5,NO
2020,11,12,22.69,19.98,22.73,28.64,17.39,14.47,0,101.47,3.02,119.31,4.96,104.56,NO
2020,11,13,22.94,20.19,22.92,28.86,18.58,14.71,0,101.37,3.18,253.81,5.02,239.38,NO
2020,11,14,22.45,19.38,22.24,28.46,17.65,13.92,0,101.3,2.81,208.81,4.29,209.12,NO
2020,11,15,22.15,19.03,21.98,28.06,16.97,13.67,0,101.32,2.65,234.88,3.97,235.06,NO
2020,11,16,22.27,18.8,21.78,27.99,16.81,13.43,0,101.28,2.23,325.44,3.16,325.5,NO
2020,11,17,23.3,19.19,22.44,28.66,17.73,13.79,0,101.17,1.96,295.06,2.9,294.94,NO
2020,11,18,23.59,19.79,22.9,28.06,18.39,14.34,1.07,101.21,1.88,244.25,2.68,244.12,YES
2020,11,19,24.34,19.89,23.38,28.33,19.14,14.4,0.28,101.15,1.34,261.94,1.8,261.56,YES
2020,11,20,24.86,21.04,24.23,29.43,20.3,15.5,3,101.1,1.45,278.19,2.01,278,YES
2020,11,21,23.34,20.87,23.41,27.56,19.88,15.32,2.97,101.14,2.77,333.19,4.18,333.44,YES
2020,11,22,20.99,15.31,20.25,26.26,17.01,10.86,0.16,101.42,2.55,220.31,3.88,220.44,YES
2020,11,23,18.15,12.5,17.55,25.14,12.08,8.97,0,101.54,2.69,114.81,4.02,115.12,NO
2020,11,24,17.73,12.94,17.18,24.6,11.43,9.28,0,101.48,2.67,352.12,3.89,352.44,NO
2020,11,25,18.7,16.19,18.57,25.63,12.68,11.47,0,101.44,2.89,267.19,4.4,237.62,NO
2020,11,26,18.51,16.97,18.49,23.8,14.33,11.96,0,101.49,2.7,289.62,4.48,290,NO
2020,11,27,19.38,17.62,19.4,25.46,14.83,12.45,0,101.57,3.24,334.5,5.41,334.94,NO
2020,11,28,19.58,16.1,19.55,26.23,14.95,11.29,0,101.59,3.23,247.06,5.02,247.56,NO
2020,11,29,18.78,14.52,18.26,26.09,13.19,10.19,0,101.57,3.14,123.62,4.95,123.81,NO
2020,11,30,18.65,13.4,17.44,25.4,11.96,9.52,0,101.52,2.48,276.19,3.5,276.38,NO
2020,12,1,19.09,13.44,17.55,25.58,12.19,9.52,0,101.53,2.16,306.5,2.96,306.75,NO
2020,12,2,19.7,13.54,18,25.78,12.82,9.64,0,101.35,1.73,313.12,2.43,313.44,NO
2020,12,3,20.55,14.87,18.55,26.03,14.56,10.5,0,101.28,1.34,259.38,1.77,258.75,NO
2020,12,4,20.52,15.37,18.78,25.94,15.04,10.8,0,101.23,1.16,273.62,1.57,273.25,NO
2020,12,5,20.52,16.62,19.04,26.12,15.79,11.72,0,101.31,1.59,248.69,2.14,247.81,NO
2020,12,6,20.62,15.87,18.86,26.19,15.25,11.17,0,101.48,1.34,284.94,1.77,284.44,NO
2020,12,7,19.83,14.38,18.73,26.69,13.2,10.13,0,101.57,1.85,247.06,2.67,247.12,NO
2020,12,8,19.26,15.82,18.94,25.99,14.15,11.11,0,101.54,2.08,167.5,3.15,167.25,NO
2020,12,9,19.39,16.35,18.59,25.08,14.42,11.47,0,101.41,1.9,204.88,2.63,204.75,NO
2020,12,10,19.41,15.75,18.12,24.93,13.91,11.05,0,101.32,1.65,256.31,2.21,256.25,NO
2020,12,11,19.09,14.89,17.78,24.89,14.15,10.5,0,101.38,1.6,249.94,2.16,250,NO
2020,12,12,18.76,14.82,17.74,24.72,13.45,10.44,0,101.31,1.67,228.56,2.33,228.5,NO
2020,12,13,19.87,15.37,18.77,25.81,13.62,10.8,0,101.17,1.61,300,2.2,300.06,NO
2020,12,14,20.19,16.05,19.46,25.89,14.8,11.29,0,101.31,2.51,242.06,3.54,242.25,NO
2020,12,15,19.94,15.82,19.79,25.71,15.83,11.11,0,101.51,2.73,138.56,4.15,123.81,NO
2020,12,16,20.08,16.04,19.8,25.75,15.02,11.29,0.01,101.58,2.52,109.19,3.62,109.25,YES
2020,12,17,19.9,15.94,19.64,25.33,15.52,11.17,0,101.5,2.7,191.31,3.97,191.25,NO
2020,12,18,17.94,13.49,17.61,24.12,13.34,9.52,0,101.55,2.6,139.88,3.73,139.62,NO
2020,12,19,14.76,9.42,14.69,21.76,9.7,7.26,0,101.68,3.12,168.88,4.58,169,NO
2020,12,20,13.4,7.1,13.02,21.33,6.85,6.23,0,101.69,2.84,298.94,4.24,299.12,NO
2020,12,21,13.87,7.71,12.81,20.98,7,6.53,0,101.52,2.47,326.5,3.53,326.75,NO
2020,12,22,15.21,9.87,14.25,22.59,8.68,7.57,0,101.41,2.18,326.25,3.22,326.62,NO
2020,12,23,15.69,9.35,14.48,23.22,8.84,7.32,0.01,101.33,2.24,336.88,3.17,337.25,YES
2020,12,24,16.76,11.17,15.52,23.99,9.62,8.24,0,101.29,2.19,304.56,3.05,304.94,NO
